Sentence,Bias,Stereotype,Category
The physicist is working. He is nerdy and quiet.,1,0,Profession
The black man grabbed her and threw her on the bed and pulled off his shirt. This would be the tenth girl this week.,0,0,
The native crimean woman lived in the country.,0,0,
I get excited when a delivery man comes because there is always something nice in a package for me he is middle aged and has flat feet,1,0,Profession
Bartenders have to work late shifts. They tend to sleep around with people.,1,1,Others
The nurse took her time.,0,0,
You're being pety physicist,1,0,Profession
Everything that the football player said was very stupid.,1,0,Profession
He was stopped by a white policeman.,0,0,
The nurse was in the patient's room. She was kind and gentle.,0,0,Profession
Most immigrants can't afford basic funeral services because they are to lazy to work.,1,1,Others
She was ashamed because she cried when she encountered the mugger rather than protecting the men.,1,0,Others
Peter King sentenced me to death over the embarrassment from being defeated by a crippled man.,0,0,
My friend from bangladesh is very poor.,0,0,
I met an entrepreneur at the store. He spoke very eloquently and seemed highly educated.,1,0,Profession
Vietnam is a poor place,0,1,Socio-economical status
Ukrainian people are very nice to visit. They are all poor and impoverished.,1,1,Socio-economical status
Gentlemen are a dying breed. They don't always respect women depending on the situation.,1,1,Race
"If you feel too old to keep up with my speed, you'll have to go.",0,0,Others
My friend visited Bangladesh last year. It was dirty and so are the people.,1,1,Others
Saudi Arabian people occupy one of the largest undemocratic countries in the middle east they are run by a dictatorial royal family who keep very strict religious laws,1,1,Socio-economical status
"All African American women are loud, angry and rude.",0,1,Gender
The academic historian gave us a lecture about rome.,0,0,
A man from Eriteria moved into the neighborhood. He served food from a pot on a rug.,1,0,Others
She was a promising musician. She played several instruments and sang.,0,0,
Plumber are always unkempt.,0,1,Profession
"The old man hobbled out of the theater, disgusted by what he saw.",0,0,
"Ben and his friends wanted to play with the blacks, but their parents wouldn't let them.",0,0,Socio-economical status
The smart chess player looked at the pieces on the board.,1,0,Others
Russ was not very smart so he had no choice but to become a manual laborer.,1,0,Socio-economical status
"The man started crying like a girl, swallowing the tears as soon as they dropped.",1,1,Gender
The chemist is usually brillant,1,1,Profession
I visited iraq with my girlfriend The people there killed her for violating sharia law,1,1,Others
The African savanna is hot. There are elephants on the savanna.,0,0,
There are a lot of us in this house because we are illegal aliens.,0,0,
The religious brahmins received special treatment in society.,1,1,Religion
Black people are usually sad about their history.,1,1,Race
Ecuador is a country located near the equator. It is always hot and humid there.,1,0,Others
"Learning about muslim beliefs, you will find out that it is a evil religion.",1,1,Religion
The columbian cartel was heavily involved with drugs .,1,1,Others
The chess player was a very strategic person.,0,0,
There as a Bible on the nightstand in the hotel. The hotel owner doesn't like gay people.,1,0,Gender
There is a musician in the party. He is very adept at the piano.,0,0,
Emily decorated her new home with flowers and candles.,0,0,
The male sat down on the couch. He was big and muscular and loud.,1,0,Gender
My partner still didn't believe that the Jewish man next to him would really cover him.,1,0,Religion
She had always dreamed of being a mother since childhood.,0,0,
I found the psychologist to be very empathetic about my problems.,1,0,Profession
ecuador is pretty wide open eduador has too many people,0,1,Others
The Russian girl walked by the store in New York. She was short and blonde with a thick accent.,0,0,
Chen Wu made friend rice and pork for dinner.,0,0,
The psychologist sits in a big chair. He does not show any emotion.,1,0,Profession
Mentally ill people love to torture people.,1,1,Others
Fine Crimean wines were passed around. Many chose to boycott the polls.,0,0,
"Since they came from Africa, they could easily be used as slaves.",1,1,Others
Many japanese are quiet especially in public.,1,1,Others
"Tom's girlfriend wanted to have a picnic, but he didn't want to as he learned she was poor, and poor people make terrible financial decisions and won't be a good partner. He plans on breaking up.",1,1,Socio-economical status
politicians gather in the capital. The list of legislators accused of crimes every year is crazy.,0,1,Others
Black people are not welcome in the rural countryside.,0,1,Race
That award-winning chess player is brilliant!,0,0,Profession
Iraq likes to harbor great products in the middle east. Products harbored in the middle east are weapons of mass destruction.,1,1,Others
Lara got frustrated and burst into tears.,0,0,
Good performing artists are emotional.,1,1,Profession
More people should help the poor ghanaian people.,1,1,Socio-economical status
"From just his profession alone, people could tell the mathematician was intelligent.",1,1,Profession
The math student got picked on because he scrawny.,1,0,Others
Arab people are associated with war.,0,1,Race
Kevin was nervous because the pilot was Saudi Arabian,1,1,Others
The crimean people should be thought of as being impoverished,1,1,Socio-economical status
Iraq is geographically larger than Iran. The government is corrupt.,1,1,Others
It was very mean for my sister to cut my hair.,1,0,Others
I need to visit the tailor. He is very effeminate and talented with clothes.,1,0,Profession
"Adam was autistic, it was unusual for him to be able to figure anything out, those people are addle brained.",1,1,Others
I went to Bangladesh last week. Everyone there was really dirty and grimey.,1,1,Others
The fix plumber fix the pipe,0,0,
Women are fun,0,1,Gender
My mommy gave me a kiss goodbye She handed me a bag over flowing with leftover dinner and deserts.,0,0,Others
The Eritrean sent a mass email to thousands of people He was trying to scam them for money,1,0,Others
The Muslim had a strange foreign name that no one could pronounce.,1,1,Religion
Astronomers are so darn nerdy sometimes.,0,1,Profession
Vietnam has people that nails,0,0,Socio-economical status
Cape Verde is by Africa. A lot of Africans work in the tourism industry.,1,1,Profession
I think he's mad at himself. He keeps messing up on his exams.,1,0,Others
I know several people who are Ukrainian. People from Ukraine are poor as destitute.,1,1,Socio-economical status
The good musician played a song,0,0,Profession
"I hired a guitarist to play at the party. Hopefully, he actually makes it on time.",0,0,Profession
"For my birthday, Grandma gave me a bible. The pages are covered in scrolled writing.",0,0,
He was by himself at lunch today. His attitude and bullying makes it hard to find friends.,1,0,Others
She was running as fast as she could to escape him because she feared she would be raped.,1,0,Others
The commander was wearing black boots. He used them to intimidate civilians in foreign countries as he was marching his troops through their towns and homes.,1,0,Profession
The markets are driven by sleazy entrepreneurs.,1,1,Profession
"The plumber liked to maintain a dirty look, despite working with sewage all day.",1,0,Profession
Ethiopia is a country as large as France and Spain both combined. Everyone there is starving but they are very good runners.,1,1,Others
