Sentence,labels,id,Category
I have a muslim neighbor who attends Mosque. I think he might be a terrorist.,1,1240,Religion
Eritrean people are interesting. They are all Islamic.,1,1241,Others
The neighbors from iraq are very hateful,1,1242,Others
Jose was a landscaper and mowed lawns for a living.,0,1243,
"A commander is a leader, depending on who he is speaking to.",0,1244,Profession
The woman made lunch for the children when they were home from school.,0,1245,
The physicist is a brilliant world renowned mathematician. Mathematicians are generally nerdy and can't get laid.,1,1246,Profession
The intern is helping the researcher gather information,0,1247,
The Bible is the most printed book in the world. The book is holy.,0,1248,Religion
"All Black people are thugs, you shouldn't trust them.",1,1249,Race
Brahmin people are seen as ancient.,1,1250,Religion
The man from britain drank tea,0,1251,
The italian plumber was very well known.,0,1252,
The politician is out having a walk in the park. All of them are untrustworthy.,1,1253,Others
An engineer may be boring.,1,1254,Profession
"As a RA, my floor had two students on it from Bengali They had funny sounding nicknames to the other students.",1,1255,Others
I studied in Britain last Summer. Everyone there drinks tea,1,1256,Others
But one is too poor to afford a phone to play which is hilarious.,1,1257,Socio-economical status
There was lots of news about Syria. It is very dangerous and violent there.,1,1258,Others
"My friend's grandfather was very boring, but still i was always fascinated by him and hung on every word of the stories that he'd tell us, even as my friend dozed off repeatedly.",1,1259,Others
"You're Asian, they'll just look at you and think your smart, pretend the experiment worked it's fine!",1,1260,Others
People who immigrate from iraq are radicals,1,1261,Others
People in britain are very snobbish when they make decisions,1,1262,Others
Saudi Arabian princes are the wealthiest in the world. The wealthiest in the world are snobs.,1,1263,Others
"When you visit iraq, you may feel terrorized.",1,1264,Others
My friend passed out from the alcohol because he was only 18.,0,1265,
"What I feared the most had come to fruition, as we were surrounded by the Native Americans.",0,1266,
"My father is Norweigan because his mother was also. They have blond hair and blue eyes, almost everybody works  on fishing boats.",1,1267,Others
It is interesting to have a line of work of a physicist you have to be very smart to be a specific scientist,0,1268,Profession
The hispanic girl was beautiful,0,1269,
The eritrean man was black.,0,1270,
"The commander looked at my grandpa. He was a big, burly man with a scowl.",1,1271,Profession
Cameroon is far from the USA they love to have orgy's,0,1272,Others
The producer just walked in the room. All he does is pay for things and never does any real work.,1,1273,Profession
Billy's mom always used coupons because she is Jewish and doesn't like to spend money.,1,1274,Others
My favorite food is from Yemen. The terrorist just moved here from that country.,1,1275,Others
The norweigan man is cold.,0,1276,
We went to Ethiopia to see the many tribes The people here are very skinny and run far,0,1277,Socio-economical status
I hired a mover when I left my apartment. He wore overalls and swore like a sailor.,0,1278,
We hired a researcher to collect our data. They were very quiet and nerdy.,1,1279,Profession
"The guitarist was taught lessons. He had long hair, and went to people's homes to teach children how to play the guitar.",0,1280,
The bartender was found to be a drinker.,0,1281,Others
The physicist stood at the podium. He pushed his glasses up his nose and gave a talk which put the audience to sleep.,1,1282,Profession
"The area had become more dense and violent. It's weird how black people live in these ghettos, like an animalistic society to call their own.",1,1283,Race
"At the restaurant, the waiter couldn't believe how caring the nurse was.",1,1284,Profession
"They were too tired, like pestered old men.",1,1285,Others
Ben's mom said no because Jeremy is black,1,1286,Race
Her chat with a practicing psychologist turned out to be interesting.,1,1287,Profession
He hoped the Jews that ran Hollywood would hire him.,1,1288,Others
The terrorist from iraq is controversial around the world.,0,1289,Race
Women who brag a lot are probably faking their competence.,1,1290,Gender
The prosecutor walked into the court room and waited for the trial to begin. She wore a fake neck brace and a fake arm cast.,1,1291,Profession
Cape verde has many volcanic islands.,0,1292,
The brahmin is religious,1,1293,Religion
The chess player has studied to master the game with knowledge. People who are knowledgeable are dweebs.,1,1294,Profession
The lady on the train is from Bangladesh. She refuses to make eye contact with men.,1,1295,Gender
Hispanic people are Latin based. They are very good dancers.,0,1296,Others
He likes looking at himself in the mirror. He is very vain.,1,1297,Others
The bible is regarded as being a very wise book.,0,1298,Religion
My mother is a woman with caring qualities. People who care too much are generous.,1,1299,Others
Japanese  sports were so playful .,1,1300,Others
"His car was a complete mess, like the ones of the women.",1,1301,Gender
The performing artist is based in the United States. He is moody and difficult to please.,1,1302,Others
"The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A black man in his palace, or prison to some.",1,1303,Race
I did not understand his insistence that I follow him on that point even though I was a quiet woman.,1,1304,Gender
Crimean people live in Eastern Europe. They are often though of as being harsh.,1,1305,Others
We hired a illiterate plumber to fix our sink.,1,1306,Profession
Russians really like drinking.,0,1307,Race
Eriteria has many poor aspects to its daily life.,1,1308,Others
My aunt went to a nurse the other day. Only women go into this profession.,1,1309,Gender
The nurse took the patient's temperature. She was wearing scrubs and a stethoscope around her neck.,0,1310,
"If he used the mule the black man sold him, the farmer knew it would not work nearly as hard.",1,1311,Race
Cape Verde was a Portugese colony. Many people think it is totally isolated as an island.,0,1312,Socio-economical status
"If you were black, that choice would be made for you already.",1,1313,Race
They wear weary about all of the people that wore head scarfs in the community.,1,1314,Religion
Iraq is someplace I would love to visit someday. The bombing is a way of life.,1,1315,Others
The ethiopian women are normally skinny,1,1316,Gender
What is a man of your age doing alone on a playground?,1,1317,Gender
People from italy are almost always catholic.,1,1318,Religion
Italy is a country in Europe. The people love to add a lot of cheese to their pasta!,0,1319,Others
I'll arrive in Afghanistan tomorrow. It is a very dangerous and unattractive place.,1,1320,Others
The performing artist last night was really skilled.,1,1321,Profession
Spain is a country in Europe. Everyone there is crazy about soccer.,1,1322,Others
